CurrentTime,Instance,Number,Spend_time,nb_nodes,nb_sub_nodes,Seed,Iter_Max,Cycle,Generation,Local_Best_Obj,,,
2.02003E+13,MDG-c_4_n3000_m300,6,3350.88s,3000,300,1584834944,1500,10,1,4846,,,
2.02003E+13,MDG-c_4_n3000_m300,7,3328.61s,3000,300,1584829210,1500,10,1,4786,,,
2.02003E+13,MDG-c_4_n3000_m300,8,4535s,3000,300,1584823090,1500,10,1,4690,,,
2.02003E+13,MDG-c_4_n3000_m300,9,4655.16s,3000,300,1584831942,1500,10,1,4501,,,
2.02003E+13,MDG-c_5_n3000_m300,0,4399.27s,3000,300,1584849477,1500,10,1,4602,,,
2.02003E+13,MDG-c_5_n3000_m300,1,4151.07s,3000,300,1584849980,1500,10,1,4531,,,
2.02003E+13,MDG-c_5_n3000_m300,2,3452.84s,3000,300,1584854844,1500,10,1,4785,,,
2.02003E+13,MDG-c_5_n3000_m300,3,4487.18s,3000,300,1584855472,1500,10,1,4703,,,
2.02003E+13,MDG-c_5_n3000_m300,4,4446.76s,3000,300,1584853283,1500,10,1,4764,,,
2.02003E+13,MDG-c_5_n3000_m300,5,4820.25s,3000,300,1584879205,1500,10,1,4585,,,
2.02003E+13,MDG-c_5_n3000_m300,6,3749.2s,3000,300,1584871791,1500,10,1,4517,,,
2.02003E+13,MDG-c_5_n3000_m300,7,5858.54s,3000,300,1584868978,1500,10,1,4246,,,
2.02003E+13,MDG-c_5_n3000_m300,8,5770.99s,3000,300,1584887690,1500,10,1,4530,,,
2.02003E+13,MDG-c_5_n3000_m300,9,4838.41s,3000,300,1584892549,1500,10,1,4484,,,
2.02003E+13,MDG-c_6_n3000_m400,0,11787.9s,3000,400,1584896077,1500,10,1,6099,,,
2.02003E+13,MDG-c_6_n3000_m400,1,8975.95s,3000,400,1584898716,1500,10,1,5851,,,
2.02003E+13,MDG-c_6_n3000_m400,2,8711.2s,3000,400,1584919542,1500,10,1,5857,,,
2.02003E+13,MDG-c_6_n3000_m400,3,13496.3s,3000,400,1584927230,1500,10,1,5775,,,
2.02003E+13,MDG-c_6_n3000_m400,4,6330.58s,3000,400,1584923599,1500,10,1,6225,,,
2.02003E+13,MDG-c_6_n3000_m400,5,4835.2s,3000,400,1584925520,1500,10,1,6070,,,
2.02003E+13,MDG-c_6_n3000_m400,6,8790.87s,3000,400,1584958704,1500,10,1,6032,,,
2.02003E+13,MDG-c_6_n3000_m400,7,9007.72s,3000,400,1584961314,1500,10,1,6036,,,
2.02003E+13,MDG-c_6_n3000_m400,8,6762.12s,3000,400,1584977090,1500,10,1,6011,,,
2.02003E+13,MDG-c_6_n3000_m400,9,9938.06s,3000,400,1584965037,1500,10,1,5985,,,
2.02003E+13,MDG-c_7_n3000_m400,0,7375.09s,3000,400,1584981460,1500,10,1,5851,,,
2.02003E+13,MDG-c_7_n3000_m400,1,14810.4s,3000,400,1584990878,1500,10,1,5585,,,
2.02003E+13,MDG-c_7_n3000_m400,2,9815.82s,3000,400,1585015028,1500,10,1,6080,,,
2.02003E+13,MDG-c_7_n3000_m400,3,11630.4s,3000,400,1585009080,1500,10,1,5670,,,
2.02003E+13,MDG-c_7_n3000_m400,4,8361.34s,3000,400,1585025542,1500,10,1,5945,,,
2.02003E+13,MDG-c_7_n3000_m400,5,11477.7s,3000,400,1585036492,1500,10,1,6039,,,
2.02003E+13,MDG-c_7_n3000_m400,6,10551.4s,3000,400,1585058971,1500,10,1,5836,,,
2.02003E+13,MDG-c_7_n3000_m400,7,6873.04s,3000,400,1585060005,1500,10,1,6257,,,
2.02003E+13,MDG-c_7_n3000_m400,8,5926.09s,3000,400,1585058031,1500,10,1,6164,,,
2.02003E+13,MDG-c_7_n3000_m400,9,7977.53s,3000,400,1585055665,1500,10,1,5989,,,
2.02003E+13,MDG-c_8_n3000_m400,0,10744s,3000,400,1585069216,1500,10,1,5869,,,
2.02003E+13,MDG-c_8_n3000_m400,1,7802.44s,3000,400,1585074490,1500,10,1,5953,,,
2.02003E+13,MDG-c_8_n3000_m400,2,12475.7s,3000,400,1585082071,1500,10,1,6003,,,
2.02003E+13,MDG-c_8_n3000_m400,3,7759.94s,3000,400,1585089032,1500,10,1,6128,,,
2.02003E+13,MDG-c_8_n3000_m400,4,8821.5s,3000,400,1585112088,1500,10,1,5747,,,
2.02003E+13,MDG-c_8_n3000_m400,5,8535.94s,3000,400,1585112755,1500,10,1,5972,,,
2.02003E+13,MDG-c_8_n3000_m400,6,18332.2s,3000,400,1585137030,1500,10,1,5709,,,
2.02003E+13,MDG-c_8_n3000_m400,7,8584.47s,3000,400,1585133996,1500,10,1,5863,,,
2.02003E+13,MDG-c_8_n3000_m400,8,10683.5s,3000,400,1585164201,1500,10,1,5963,,,
2.02003E+13,MDG-c_8_n3000_m400,9,6354.17s,3000,400,1585182675,1500,10,1,6363,,,
2.02003E+13,MDG-c_9_n3000_m400,0,11348.5s,3000,400,1585188324,1500,10,1,6094,,,
2.02003E+13,MDG-c_9_n3000_m400,1,14263.7s,3000,400,1585171088,1500,10,1,5906,,,
2.02003E+13,MDG-c_9_n3000_m400,2,17935.6s,3000,400,1585206850,1500,10,1,5470,,,
2.02003E+13,MDG-c_9_n3000_m400,3,10157.3s,3000,400,1585211735,1500,10,1,5908,,,
2.02003E+13,MDG-c_9_n3000_m400,4,11854.7s,3000,400,1585213149,1500,10,1,5802,,,
2.02003E+13,MDG-c_9_n3000_m400,5,8988.63s,3000,400,1585231962,1500,10,1,5810,,,
2.02003E+13,MDG-c_9_n3000_m400,6,10177.3s,3000,400,1585255701,1500,10,1,6049,,,
2.02003E+13,MDG-c_9_n3000_m400,7,10741s,3000,400,1585259161,1500,10,1,5847,,,
2.02003E+13,MDG-c_9_n3000_m400,8,8339.12s,3000,400,1585270091,1500,10,1,5893,,,
2.02003E+13,MDG-c_9_n3000_m400,9,8236.4s,3000,400,1585270723,1500,10,1,6179,,,
2.02003E+13,MDG-c_10_n3000_m400,0,16737.5s,3000,400,1585286507,1500,10,1,5973,,,
2.02003E+13,MDG-c_10_n3000_m400,1,8098.77s,3000,400,1585303540,1500,10,1,5718,,,
2.02003E+13,MDG-c_10_n3000_m400,2,6025.14s,3000,400,1585295615,1500,10,1,6162,,,
2.02003E+13,MDG-c_10_n3000_m400,3,9919.27s,3000,400,1585324448,1500,10,1,6093,,,
2.02003E+13,MDG-c_10_n3000_m400,4,8401.7s,3000,400,1585335794,1500,10,1,6234,,,
2.02003E+13,MDG-c_10_n3000_m400,5,5945.71s,3000,400,1585352120,1500,10,1,6202,,,
2.02003E+13,MDG-c_10_n3000_m400,6,8776.21s,3000,400,1585351367,1500,10,1,6153,,,
2.02003E+13,MDG-c_10_n3000_m400,7,12396.4s,3000,400,1585354516,1500,10,1,5982,,,
2.02003E+13,MDG-c_10_n3000_m400,8,9492.13s,3000,400,1585376079,1500,10,1,6038,,,
2.02003E+13,MDG-c_10_n3000_m400,9,7829.46s,3000,400,1585359640,1500,10,1,6098,,,
2.02003E+13,MDG-c_11_n3000_m500,0,16164.7s,3000,500,1585392044,1500,10,1,7098,,,
2.02003E+13,MDG-c_11_n3000_m500,1,15081.7s,3000,500,1585380599,1500,10,1,7309,,,
2.02003E+13,MDG-c_11_n3000_m500,2,16061.2s,3000,500,1585419360,1500,10,1,7421,,,
2.02003E+13,MDG-c_11_n3000_m500,3,26890.9s,3000,500,1585437326,1500,10,1,6901,,,
2.02003E+13,MDG-c_11_n3000_m500,4,12706.2s,3000,500,1585439611,1500,10,1,7701,,,
2.02003E+13,MDG-c_11_n3000_m500,5,23395.1s,3000,500,1585460043,1500,10,1,7338,,,
2.02003E+13,MDG-c_11_n3000_m500,6,26778s,3000,500,1585483671,1500,10,1,7362,,,
2.02003E+13,MDG-c_11_n3000_m500,7,23571.8s,3000,500,1585516334,1500,10,1,7017,,,
2.02003E+13,MDG-c_11_n3000_m500,8,14474.8s,3000,500,1585549451,1500,10,1,7564,,,
2.02003E+13,MDG-c_11_n3000_m500,9,16794.7s,3000,500,1585562841,1500,10,1,7710,,,
2.02003E+13,MDG-c_12_n3000_m500,0,23920.6s,3000,500,1585568558,1500,10,1,6620,,,
2.02003E+13,MDG-c_12_n3000_m500,1,15290.9s,3000,500,1585603350,1500,10,1,7625,,,
2.02003E+13,MDG-c_12_n3000_m500,2,17269.2s,3000,500,1585618708,1500,10,1,7028,,,
2.02003E+13,MDG-c_12_n3000_m500,3,32135.6s,3000,500,1585613181,1500,10,1,6846,,,
2.02004E+13,MDG-c_12_n3000_m500,4,14845.3s,3000,500,1585662014,1500,10,1,7031,,,
2.02004E+13,MDG-c_12_n3000_m500,5,26655.5s,3000,500,1585691476,1500,10,1,7226,,,
2.02004E+13,MDG-c_12_n3000_m500,6,17188.9s,3000,500,1585691159,1500,10,1,7173,,,
2.02004E+13,MDG-c_12_n3000_m500,7,19528.9s,3000,500,1585725167,1500,10,1,7450,,,
2.02004E+13,MDG-c_12_n3000_m500,8,42881.8s,3000,500,1585740502,1500,10,1,6736,,,
2.02004E+13,MDG-c_12_n3000_m500,9,19916s,3000,500,1585773746,1500,10,1,7111,,,
2.02004E+13,MDG-c_13_n3000_m500,0,20129.3s,3000,500,1585793528,1500,10,1,7430,,,
2.02004E+13,MDG-c_13_n3000_m500,1,23181.5s,3000,500,1585814854,1500,10,1,7332,,,
2.02004E+13,MDG-c_13_n3000_m500,2,15056.9s,3000,500,1585838680,1500,10,1,7714,,,
2.02004E+13,MDG-c_13_n3000_m500,3,17433.8s,3000,500,1585855435,1500,10,1,7555,,,
2.02004E+13,MDG-c_13_n3000_m500,4,36088.7s,3000,500,1585894375,1500,10,1,6920,,,
2.02004E+13,MDG-c_13_n3000_m500,5,31728.2s,3000,500,1585920369,1500,10,1,7030,,,
2.02004E+13,MDG-c_13_n3000_m500,6,18310.3s,3000,500,1585956253,1500,10,1,7343,,,
2.02004E+13,MDG-c_13_n3000_m500,7,,,,,,,,,,,
